�(Nm),532,655,532,655,532,655,532,655,532,655
Distance(Cm),10,10,50,50,100,100,200,200,500,500
Time(s),Lux,Lux,Lux,Lux,Lux,Lux,Lux,Lux,Lux,Lux
6.65,17537.76172,28075.98438,17954.13672,27748.83398,311933.8438,27600.12891,65331.51953,15753.30371,20021.13477,8165.936523
6.7,17597.24414,28075.98438,17973.96289,27729.00586,311933.8438,27605.08594,65995.73438,15559.9873,17567.50391,8108.258789
6.75,17622.0293,28080.94141,18281.28711,27724.04883,311933.8438,27605.08594,64801.14063,15485.63477,14092.76563,8137.694336
6.8,17656.72656,28085.89844,18633.22266,27709.17773,311933.8438,27610.04297,64954.80078,15569.90039,14048.15332,8165.538574
6.85,17716.20898,28090.85547,18821.58203,27689.35156,311933.8438,27605.08594,64548.33984,15649.20996,13552.4707,8131.528809
6.9,17736.03516,28090.85547,18886.01953,27694.30859,311933.8438,27610.04297,64245.97266,15708.69238,15882.18066,7925.282715
6.95,17770.73438,28095.81055,18920.71875,27689.35156,311933.8438,27605.08594,64136.92188,15837.56934,15951.57715,7846.125488
7,17919.4375,28100.76758,18935.58789,27709.17773,311933.8438,27605.08594,63685.85156,15678.95117,17765.77734,7599.704102
7.05,18132.58203,28105.72461,18856.2793,27719.0918,311928.875,27605.08594,63631.32813,15386.49805,18058.23047,7311.715332
7.1,16486.91406,28100.76758,18772.01367,27699.26563,311928.875,27605.08594,64305.45703,15267.53418,18053.27344,6523.723633
7.15,16546.39648,28095.81055,18667.91992,27674.48047,311928.875,27605.08594,64107.18359,15282.4043,17592.28711,5947.745605
7.2,16695.10156,28100.76758,18593.56641,27674.48047,311928.875,27605.08594,64612.78125,15515.37598,15842.52637,5381.314453
7.25,16714.92773,28090.85547,18355.63867,27669.52344,311928.875,27605.08594,65485.17969,15728.51953,12105.07617,5250.446289
7.3,16660.4043,28090.85547,17964.05078,27684.39453,311928.875,27605.08594,64335.19531,15847.4834,9606.833008,5331.194824
7.35,16546.39648,28095.81055,17731.07813,27674.48047,311928.875,27605.08594,63680.89453,15748.34668,9165.674805,5939.39209
7.4,16462.13086,28100.76758,17631.94141,27704.22266,311928.875,27605.08594,64255.88672,15753.30371,19421.35742,5687.401855
7.45,16427.43164,28100.76758,17587.33008,27709.17773,311928.875,27600.12891,64756.52734,15986.27441,32036.49219,5910.553711
7.5,16377.86426,28100.76758,17512.97852,27684.39453,311928.875,27605.08594,64310.41406,15951.57715,42678.80469,5801.563477
7.55,16323.33887,28100.76758,17448.53906,27684.39453,311928.875,27600.12891,63249.65234,15788.00098,50277.625,5624.752441
7.6,16387.77734,28105.72461,17369.23047,27644.74023,311928.875,27610.04297,63081.11719,15688.86426,55804.49219,5502.635742
7.65,16472.04297,28115.63867,17334.5332,27644.74023,311928.875,27610.04297,62516.03906,15530.24609,71706,5498.061035
7.7,16640.57617,28120.5957,17314.70508,27654.6543,311928.875,27614.99805,62347.50781,15406.3252,71715.91406,5252.037598
7.75,16819.02148,28115.63867,17304.79102,27679.4375,311928.875,27610.04297,62887.80078,15649.20996,79185.85938,5162.737305
7.8,16923.11523,28120.5957,17270.09375,27689.35156,311933.8438,27619.95508,63442.96875,15748.34668,80058.26563,4930.635742
7.85,16893.375,28120.5957,17250.26563,27679.4375,311933.8438,27619.95508,62496.21094,15728.51953,81203.28906,4900.802734
7.9,16799.19531,28135.4668,17185.82813,27659.61133,311933.8438,27614.99805,63249.65234,15624.42578,93223.60156,5025.106934
7.95,16774.41016,28145.37891,17136.25977,27649.69727,311933.8438,27614.99805,63789.94531,15649.20996,94155.49219,4843.324219
8,16799.19531,28145.37891,17037.12305,27639.7832,311933.8438,27619.95508,62585.4375,15703.73535,92296.67969,5485.929199
8.05,16873.54688,28150.33594,17012.33789,27654.6543,311933.8438,27619.95508,64241.01563,15921.83594,90467.60938,5568.069824
8.1,16630.66211,28150.33594,16977.64063,27679.4375,311933.8438,27614.99805,63522.27734,15609.55566,94745.35156,5296.986328
8.15,15911.92188,28150.33594,16962.76953,27714.13477,311933.8438,27614.99805,62714.3125,15688.86426,91126.86719,5044.996094
8.2,15723.5625,28145.37891,16962.76953,27733.96289,311933.8438,27610.04297,62268.19922,15441.02344,84360.78906,5130.318359
8.25,15659.12402,28135.4668,16947.90039,27719.0918,311933.8438,27610.04297,62392.12109,15381.54102,91022.77344,4621.166992
8.3,15698.77832,28130.50977,17027.20898,27724.04883,311933.8438,27610.04297,62853.10547,15406.3252,79086.72656,4592.924805
8.35,15718.60547,28130.50977,17051.99219,27699.26563,311928.875,27610.04297,62550.73828,15445.98047,75909.39844,4655.574707
8.4,15792.95801,28130.50977,17042.08008,27654.6543,311928.875,27610.04297,62352.46484,15336.92969,71934.01563,4693.164063
8.45,15852.44043,28125.55273,17066.86328,27669.52344,311933.8438,27610.04297,64032.83203,15049.43359,57018.91406,4870.770508
8.5,16070.54102,28115.63867,17071.82031,27659.61133,311928.875,27610.04297,63160.42969,15247.70703,55105.57813,4318.460449
8.55,16199.41797,28125.55273,17146.17383,27709.17773,311928.875,27610.04297,63413.22656,15317.10254,56894.99609,4498.453613
8.6,16353.08008,28125.55273,17086.69141,27684.39453,311933.8438,27610.04297,61024.03516,14910.64258,64374.85156,4186.001465
8.65,16387.77734,28125.55273,17066.86328,27694.30859,311928.875,27605.08594,58119.33203,15341.88672,68964.875,4132.699707
8.7,16481.95703,28105.72461,17027.20898,27684.39453,311928.875,27605.08594,57127.96484,15044.47656,66754.13281,4358.437012
8.75,16516.65625,28115.63867,17022.25195,27679.4375,311928.875,27600.12891,56597.58594,15094.04492,59784.82813,4378.126465
8.8,16620.74805,28125.55273,17012.33789,27694.30859,311928.875,27605.08594,54753.64453,14742.11035,59199.92188,4265.755371
8.85,16690.14453,28125.55273,16997.46875,27704.22266,311928.875,27605.08594,56835.51172,14846.20313,54515.71484,4477.968262
8.9,16779.36719,28135.4668,16972.68359,27709.17773,311928.875,27600.12891,55754.92188,14875.94434,44616.92578,4681.827637
8.95,16799.19531,28145.37891,16982.59766,27694.30859,311928.875,27600.12891,54461.19141,14965.16699,41697.35156,4829.998535
9,16774.41016,28140.42383,17027.20898,27699.26563,311928.875,27600.12891,54748.6875,15118.8291,30038.88867,4681.628906
9.05,16685.1875,28140.42383,17037.12305,27719.0918,311928.875,27595.17188,55943.28125,15024.64941,15902.00879,4715.041992
9.1,16516.65625,28140.42383,17061.90625,27729.00586,311928.875,27595.17188,58803.375,14935.42676,7891.769531,4930.635742
9.15,16184.54785,28135.4668,17170.95703,27714.13477,311928.875,27595.17188,59185.05078,14955.25391,1028.068481,5079.80127
9.2,16273.77051,28135.4668,17260.17969,27704.22266,311928.875,27595.17188,56974.30469,14657.84375,63.6638298,5078.209961
9.25,16432.38867,28140.42383,17260.17969,27709.17773,311928.875,27595.17188,57004.04297,14771.85059,25.47746277,4965.042969
9.3,16615.79297,28140.42383,17280.00781,27699.26563,311928.875,27595.17188,56855.33984,14895.77148,23.48858833,5083.778809
9.35,16918.1582,28140.42383,17205.6543,27689.35156,311928.875,27595.17188,55819.36328,15029.60645,22.49415207,4866.59375
9.4,17334.5332,28145.37891,17275.05078,27694.30859,311928.875,27590.21484,55616.13281,15099.00195,23.48858833,4809.911133
9.45,18360.5957,28145.37891,17324.61914,27664.56641,311928.875,27590.21484,54649.55078,15138.65625,24.08525085,4847.699707
